FSCL_YR,MINC,MINE,MINF,DepartmentNumber-Numéro-de-Ministère,DEPT_EN_DESC,DEPT_FR_DESC,PYMT_TYP_EN_DESC,PYMT_TYP_FR_DESC,AVLBL_PREV_YR_AMT,MAIN_ESTMT_AMT,SPLMTRY_ESTMT_AMT,ADJ_AMT,WRNT_AMT,TRNFR_AMT,TP_EN_DESC,TP_FR_DESC,TP_DTL_EN_DESC,TP_DTL_FR_DESC,CRNT_YR_USED_AMT,C_VRNC_AMT,AVLBL_SBSQT_YR_AMT,NET_XPND_PY_AMT
2018/2019,32,"Women and Gender Equality","Femmes et de l'Égalité des genres",190,"Department for Women and Gender Equality","Ministère des Femmes et de l'Égalité des genres",Grant,Subvention,0,0,390000,10112683,0,-4167898,"Women's Program-Grants to women's and other voluntary organizations for the purpose of furthering women's participation in Canadian society","Programme de promotion de la femme - Subventions à des organismes de femmes et à d'autres organismes bénévoles dans le but de promouvoir la participation des femmes à la société canadienne",,,6334785,0,0,0
2018/2019,32,"Women and Gender Equality","Femmes et de l'Égalité des genres",190,"Department for Women and Gender Equality","Ministère des Femmes et de l'Égalité des genres",Grant,Subvention,0,0,0,3271724,0,-61530,"Gender-based Violence Funding Program - Grants to Canadian organizations, institutions and other levels of government to improve supports and help create long-term, comprehensive solutions for survivors at the national, regional, and local levels","Programme de financement pour la lutte contre la violence fondée sur le sexe - Subventions pour les organismes, institutions et autres ordres de gouvernemen tcanadiens afin d'améliorer les mesures de soutien et de créer des solutions globales à long terme pour les personnes survivantes à l'échelle nationale, régionale et locale",,,3210194,0,0,0
2018/2019,32,"Women and Gender Equality","Femmes et de l'Égalité des genres",190,"Department for Women and Gender Equality","Ministère des Femmes et de l'Égalité des genres",Contribution,Contribution,0,0,110000,-754883,0,4980637,"Women's Program-Contributions to women's and other voluntary organizations for the purpose of furthering women's participation in Canadian society","Programme de promotion de la femme - Contributions à des organismes de femmes et à d'autres organismes bénévoles dans le but de promouvoir la participation des femmes à la société canadienne",,,4335754,0,0,0
2018/2019,32,"Women and Gender Equality","Femmes et de l'Égalité des genres",190,"Department for Women and Gender Equality","Ministère des Femmes et de l'Égalité des genres",Contribution,Contribution,0,0,0,1188000,0,-751209,"Gender-based Violence Funding Program - Contributions to Canadian organizations, institutions and other levels of government to improve supports and help create long-term, comprehensive solutions for survivors at the national, regional, and local levels","Programme de financement pour la lutte contre la violence fondée sur le sexe - Contributions pour les organismes, institutions et autres ordres de gouvernement canadiens afin d'améliorer les mesures de soutien et de créer des solutions globales à long terme pour les personnes survivantes à l'échelle nationale, régionale et locale",,,436791,0,0,0
2018/2019,31,"Indigenous Services","Services aux Autochtones",191,"Department of Indigenous Services Canada","Ministère des Services aux Autochtones Canada",Grant,Subvention,0,251994447,0,-60650903,0,0,"Grant for Band Support Funding","Subvention pour le financement du soutien des bandes",,,191343544,0,0,99125808
2018/2019,31,"Indigenous Services","Services aux Autochtones",191,"Department of Indigenous Services Canada","Ministère des Services aux Autochtones Canada",Grant,Subvention,0,11284147,0,0,0,0,"Grant to the Miawpukek Indian Band to support designated programs","Subvention à la bande indienne de Miawpukek pour appuyer des programmes désignés",,,11284147,0,0,3017152
2018/2019,31,"Indigenous Services","Services aux Autochtones",191,"Department of Indigenous Services Canada","Ministère des Services aux Autochtones Canada",Grant,Subvention,0,10000000,0,-2326937,0,0,"Grants to provide income support to on-reserve residents","Subventions visant à fournir un soutien au revenu aux personnes qui habitent dans les réserves indiennes",,,7673063,0,0,3039539
2018/2019,31,"Indigenous Services","Services aux Autochtones",191,"Department of Indigenous Services Canada","Ministère des Services aux Autochtones Canada",Grant,Subvention,0,1500000,0,-960188,0,0,"Grants to support First Nations and Inuit Post-Secondary Educational Advancement","Subventions pour favoriser l'essor du régime d'éducation postsecondaire des Premières Nations et des Inuits",,,539812,0,0,369081
2018/2019,31,"Indigenous Services","Services aux Autochtones",191,"Department of Indigenous Services Canada","Ministère des Services aux Autochtones Canada",Grant,Subvention,0,1000000,0,-1000000,0,0,"Grants to support Urban Programming for Indigenous Peoples","Subventions à l'appui des Programmes urbains pour les peuples autochtones",,,0,0,0,0
2018/2019,31,"Indigenous Services","Services aux Autochtones",191,"Department of Indigenous Services Canada","Ministère des Services aux Autochtones Canada",Grant,Subvention,0,150000,0,-150000,0,0,"Grants to support First Nations Elementary and Secondary Educational Advancement","Subventions pour favoriser l'essor du régime d'éducation primaire et secondaire des Premières Nations",,,0,0,0,942
2018/2019,31,"Indigenous Services","Services aux Autochtones",191,"Department of Indigenous Services Canada","Ministère des Services aux Autochtones Canada",Grant,Subvention,0,45000,0,0,0,0,"Grants to increase First Nations and Inuit Youth Participation in Education and Labour Market Opportunities","Subventions visant à accroître la participation des jeunes Inuits et des Premières Nations aux possibilités en éducation et sur le marché du travail",,,45000,0,0,45000
2018/2019,31,"Indigenous Services","Services aux Autochtones",191,"Department of Indigenous Services Canada","Ministère des Services aux Autochtones Canada",Grant,Subvention,0,0,20414743,-20414743,0,0,"Grants for Operation Return Home claims settlements","Subventions pour les revendications particulières relatives à l'Opération retour au foyer",,,0,0,0,0
2018/2019,31,"Indigenous Services","Services aux Autochtones",191,"Department of Indigenous Services Canada","Ministère des Services aux Autochtones Canada",Grant,Subvention,0,0,0,0,0,0,"(S) Indian Annuities Treaty payments","(S) Rentes versées aux Indiens - Paiements en vertu de traités",,,0,0,0,10
2018/2019,31,"Indigenous Services","Services aux Autochtones",191,"Department of Indigenous Services Canada","Ministère des Services aux Autochtones Canada",Grant,Subvention,0,0,0,0,0,2500000,"Grant to the Manitoba Métis Federation Inc. to support Métis Nation endowments for Métis students to pursue post-secondary education","Subvention à la Manitoba Métis Federation Inc. en appui aux fonds de dotation pour la poursuite de l'éducation postsecondaire chez les étudiants métis",,,2500000,0,0,0
2018/2019,31,"Indigenous Services","Services aux Autochtones",191,"Department of Indigenous Services Canada","Ministère des Services aux Autochtones Canada",Grant,Subvention,0,0,0,0,0,2500000,"Grant to the Métis Nation - Saskatchewan Secretariat Inc., to support Métis Nation endowments for Métis students to pursue post-secondary education","Subvention au Métis Nation - Saskatchewan Secretariat Inc. en appui aux fonds de dotation pour la poursuite de l'éducation postsecondaire chez les étudiants métis",,,2500000,0,0,0
2018/2019,31,"Indigenous Services","Services aux Autochtones",191,"Department of Indigenous Services Canada","Ministère des Services aux Autochtones Canada",Grant,Subvention,0,0,0,0,0,1250000,"Grant to the Métis Nation British Columbia to support Métis Nation endowments for Métis students to pursue post-secondary education","Subvention à la Métis Nation British Columbia en appui aux fonds de dotation pour la poursuite de l'éducation postsecondaire chez les étudiants métis",,,1250000,0,0,0
2018/2019,31,"Indigenous Services","Services aux Autochtones",191,"Department of Indigenous Services Canada","Ministère des Services aux Autochtones Canada",Grant,Subvention,0,0,0,0,0,2500000,"Grant to the Métis Nation of Alberta to support Métis Nation endowments for Métis students to pursue post-secondary education","Subvention à la Métis Nation of Alberta en appui aux fonds de dotation pour la poursuite de l'éducation postsecondaire chez les étudiants métis",,,2500000,0,0,0
2018/2019,31,"Indigenous Services","Services aux Autochtones",191,"Department of Indigenous Services Canada","Ministère des Services aux Autochtones Canada",Grant,Subvention,0,0,0,0,0,1250000,"Grant to the Métis Nation of Ontario Secretariat to support Métis Nation endowments for Métis students to pursue post-secondary education","Subvention au Métis Nation of Ontario Secretariat en appui aux fonds de dotation pour la poursuite de l'éducation postsecondaire chez les étudiants métis",,,1250000,0,0,0
2018/2019,31,"Indigenous Services","Services aux Autochtones",191,"Department of Indigenous Services Canada","Ministère des Services aux Autochtones Canada",Contribution,Contribution,0,1821448915,37500000,30680239,0,-5372156,"Contributions to support First Nations Elementary and Secondary Educational Advancement","Contributions pour favoriser l'essor du régime d'éducation primaire et secondaire des Premières Nations",,,1884256998,0,0,666506112
2018/2019,31,"Indigenous Services","Services aux Autochtones",191,"Department of Indigenous Services Canada","Ministère des Services aux Autochtones Canada",Contribution,Contribution,0,1280578245,668972588,-117447311,0,96327815,"Contributions to support the construction and maintenance of community infrastructure","Contributions pour appuyer la construction et l'entretien des infrastructures communautaires",,,1928431337,0,0,1069511644
2018/2019,31,"Indigenous Services","Services aux Autochtones",191,"Department of Indigenous Services Canada","Ministère des Services aux Autochtones Canada",Contribution,Contribution,0,1078840604,0,59696020,0,0,"Contributions to provide income support to on-reserve residents","Contributions visant à fournir un soutien au revenu aux personnes qui habitent dans les réserves indiennes",,,1138536624,0,0,356640220
2018/2019,31,"Indigenous Services","Services aux Autochtones",191,"Department of Indigenous Services Canada","Ministère des Services aux Autochtones Canada",Contribution,Contribution,0,858386285,70319780,28222410,0,335671153,"Contributions to provide women, children and families with Protection and Prevention Services","Contributions pour fournir des services de protection et de prévention aux femmes, aux enfants et aux familles",,,1292312473,287155,0,401883263
2018/2019,31,"Indigenous Services","Services aux Autochtones",191,"Department of Indigenous Services Canada","Ministère des Services aux Autochtones Canada",Contribution,Contribution,0,778794485,376799992,-57789861,0,222143311,"Contributions for First Nations and Inuit Primary Health Care","Contributions aux soins de santé primaires des Premières Nations et des Inuits",,,1218327111,101620816,0,258861903
2018/2019,31,"Indigenous Services","Services aux Autochtones",191,"Department of Indigenous Services Canada","Ministère des Services aux Autochtones Canada",Contribution,Contribution,0,691864957,79159408,55738441,0,19681828,"Contributions for First Nations and Inuit Health Infrastructure Support","Contributions au soutien à l'infrastructure de la santé des Premières Nations et des Inuits",,,846444634,0,0,239136659
2018/2019,31,"Indigenous Services","Services aux Autochtones",191,"Department of Indigenous Services Canada","Ministère des Services aux Autochtones Canada",Contribution,Contribution,0,395472259,0,-6565816,0,-464469,"Contributions to support First Nations and Inuit Post-Secondary Educational Advancement","Contributions pour favoriser l'essor du régime d'éducation postsecondaire des Premières Nations et des Inuits",,,388441974,0,0,107841796
2018/2019,31,"Indigenous Services","Services aux Autochtones",191,"Department of Indigenous Services Canada","Ministère des Services aux Autochtones Canada",Contribution,Contribution,0,240880656,0,-3669682,0,43000000,"Contributions for First Nations and Inuit Supplementary Health Benefits","Contributions aux prestations supplémentaires en santé des Premières Nations et des Inuits",,,280210974,0,0,103385642
2018/2019,31,"Indigenous Services","Services aux Autochtones",191,"Department of Indigenous Services Canada","Ministère des Services aux Autochtones Canada",Contribution,Contribution,0,114786601,60217072,98502621,0,-1850000,"Contributions to supply public services in Indian Government Support and to build strong governance, administrative and accountability systems","Contributions servant à la prestation de services publics dans le domaine du soutien aux gouvernements indiens et à l'établissement de systèmes solides de gouvernance, d'administration et de responsabilisation",,,271656294,0,0,65448210
2018/2019,31,"Indigenous Services","Services aux Autochtones",191,"Department of Indigenous Services Canada","Ministère des Services aux Autochtones Canada",Contribution,Contribution,0,72285935,3000000,539612,0,-1078490,"Contributions to increase First Nations and Inuit Youth Participation in Education and Labour Market Opportunities","Contributions visant à accroître la participation des jeunes Inuits et des Premières Nations aux possibilités en éducation et sur le marché du travail",,,74747057,0,0,27574355
2018/2019,31,"Indigenous Services","Services aux Autochtones",191,"Department of Indigenous Services Canada","Ministère des Services aux Autochtones Canada",Contribution,Contribution,0,64977822,99820049,-3616673,0,0,"Contributions for emergency management assistance for activities on reserves","Contributions pour appuyer la gestion des urgences dans le cadre des activités dans les réserves",,,161181198,0,0,88442988
2018/2019,31,"Indigenous Services","Services aux Autochtones",191,"Department of Indigenous Services Canada","Ministère des Services aux Autochtones Canada",Contribution,Contribution,0,50178051,0,1383221,0,0,"Contributions to support Urban Programming for Indigenous Peoples","Contributions à l'appui des Programmes urbains pour les peuples autochtones",,,51561272,0,0,36673321
2018/2019,31,"Indigenous Services","Services aux Autochtones",191,"Department of Indigenous Services Canada","Ministère des Services aux Autochtones Canada",Contribution,Contribution,0,1719600,0,-170450,0,0,"Contributions for the purpose of consultation and policy development","Contributions au titre des consultations et de l'élaboration des politiques",,,1549150,0,0,962239
2018/2019,31,"Indigenous Services","Services aux Autochtones",191,"Department of Indigenous Services Canada","Ministère des Services aux Autochtones Canada",Contribution,Contribution,0,29403625,0,0,0,0,"(S) Contributions in connection with First Nations infrastructure","(S) Contributions relatives à l'infrastructure des Premières Nations",,,29403625,0,0,19518646
2018/2019,31,"Indigenous Services","Services aux Autochtones",191,"Department of Indigenous Services Canada","Ministère des Services aux Autochtones Canada",Contribution,Contribution,0,0,0,0,0,0,"Items not required for the current year","Éléments non requis pour l'exercice en cours",,,0,0,0,0
2019/2020,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",Contribution,Contribution,0,0,0,25869541,0,0,"Contributions to support Investments in Food Policy Initiatives","Contributions pour favoriser les investissements dans les initiatives de la politique alimentaire",,,25869541,0,0,0
2019/2020,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",Grant,Subvention,0,0,345000000,-6365047,0,0,"(S) Grant payments for the Dairy Direct Payment Program (Farm Income Protection Act)","(S) Paiements de subventions pour le Programme de paiements directs pour les producteurs laitiers (Loi sur la protection du revenu agricole)",,,338634953,0,0,0
2019/2020,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",Contribution,Contribution,0,0,0,12018,0,0,"Contributions in support of Indigenous Agricultural and Food Safety Initiative","Contributions à l'appui de l'Initiative sur les systèmes agricoles et alimentaires autochtones",,,12018,0,0,0
2019/2020,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",Grant,Subvention,0,3000000,0,-2400000,0,0,"Grant under the Innovative Solutions Canada program","Subvention au programme Solutions innovatrices Canada",,,600000,0,0,0
2019/2020,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",Grant,Subvention,0,883000,0,-5743,0,3160000,"Grants in support of the International Collaboration program","Subventions à l'appui du programme de collaboration internationale",,,4037257,0,0,1609264
2019/2020,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",Grant,Subvention,0,600000,0,-500000,0,0,"Grant payments for the AgriRisk Initiatives program","Paiements de subvention pour le programme des initiatives Agri-risques",,,100000,0,0,0
2019/2020,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",Grant,Subvention,0,5000,0,-5000,0,0,"Grants in support of the AgriDiversity program under the Canadian Agricultural Partnership","Subventions à l'appui du programme Agri-diversité dans le cadre du Partenariat canadien pour l'agriculture",,,0,0,0,0
2019/2020,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",Grant,Subvention,0,0,0,-19721,0,0,"(S) Grant payments for the Canadian Agricultural Income Stabilization program Inventory Transition Initiative","(S) Paiements de subvention pour l'Initiative de transition du programme canadien de stabilisation du revenu agricole pour l'évaluation des stocks",,,-19721,0,0,-33968
2019/2020,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",Grant,Subvention,0,0,0,-739,0,0,"(S) Grants in support of the Grain and Oilseed Payment program","(S) Subventions à l'appui du programme de paiements relatifs aux céréales et oléagineux",,,-739,0,0,-5837
2019/2020,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",Grant,Subvention,0,122910000,0,16385221,0,0,"(S) Grant payments for the AgriInvest program (Farm Income Protection Act)","(S) Paiements de subvention pour le programme Agri-investissement (Loi sur la protection du revenu agricole)",,,139295221,0,0,156427977
2019/2020,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",Grant,Subvention,0,39320000,0,-5958785,0,0,"(S) Grant payments for the AgriStability program (Farm Income Protection Act)","(S) Paiements de subvention pour le programme Agri-stabilité (Loi sur la protection du revenu agricole)",,,33361215,0,0,34465156
2019/2020,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",Grant,Subvention,600000,100000,0,-100000,0,0,"(S) Grants to agencies established under the Farm Products Agencies Act (R.S.C., 1985, c. F-4)","(S) Subventions aux offices établis conformément à la Loi sur les offices des produits agricoles (L.R.C. (1985), ch. F-4)",,,0,0,600000,0
2019/2020,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",Grant,Subvention,0,0,0,0,0,0,"Items not required for the current year","Éléments non requis pour l'exercice en cours",,,0,0,0,5099
2019/2020,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",Contribution,Contribution,0,206480000,33043830,4592327,0,0,"Contributions in support of Provincial/Territorial delivered cost-shared programs under the Canadian Agricultural Partnership","Contributions à l'appui des programmes à coûts partagés exécutés par les provinces et les territoires dans le cadre du Partenariat canadien pour l'agriculture",,,206527289,37588868,0,172897589
2019/2020,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",Contribution,Contribution,0,77600000,0,5629312,0,0,"Contributions to support Investments in the Dairy Sector","Contributions à l'appui des investissements dans le secteur laitier",,,83229312,0,0,94390172
2019/2020,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",Contribution,Contribution,0,36755000,12401110,-7449150,0,0,"Contributions in support of the AgriScience program under the Canadian Agricultural Partnership","Contributions à l'appui du programme Agri-science dans le cadre du Partenariat canadien pour l'agriculture",,,41706960,0,0,24353890
2019/2020,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",Contribution,Contribution,0,21700000,0,1266388,0,0,"Contributions in support of the AgriInnovate program under the Canadian Agricultural Partnership","Contributions à l'appui du programme Agri-innover dans le cadre du Partenariat canadien pour l'agriculture",,,22966388,0,0,24800000
2019/2020,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",Contribution,Contribution,0,20340000,0,2584441,0,0,"Contributions in support of the AgriMarketing program under the Canadian Agricultural Partnership","Contributions à l'appui du programme Agri-marketing dans le cadre du Partenariat canadien pour l'agriculture",,,22924441,0,0,22902666
2019/2020,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",Contribution,Contribution,0,12280000,9811353,-7929461,0,-2400000,"Contributions in support of the AgriAssurance program under the Canadian Agricultural Partnership","Contributions à l'appui du programme Agri-assurance dans le cadre du Partenariat canadien pour l'agriculture",,,11062530,699362,0,2468647
2019/2020,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",Contribution,Contribution,0,10400000,0,-5190500,0,0,"Contributions for the AgriRisk Initiatives program","Contributions pour le programme des initiatives Agri-risques",,,5209500,0,0,873069
2019/2020,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",Contribution,Contribution,0,8561000,0,-8014865,0,0,"Contributions to support the Canadian Agricultural Strategic Priorities program","Contributions à l'appui du programme canadien des priorités stratégiques de l'agriculture",,,546135,0,0,3314594
2019/2020,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",Contribution,Contribution,0,7500000,0,-6477409,0,0,"Contributions in support of the Agricultural Clean Technology program","Contributions à l'appui du programme des technologies propres en agriculture",,,1022591,0,0,288500
2019/2020,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",Contribution,Contribution,0,5382000,0,-1991,0,0,"Contributions in support of the Agricultural Greenhouse Gases program","Contributions à l'appui du programme de lutte contre les gaz à effet de serre en agriculture",,,5380009,0,0,7138259
2019/2020,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",Contribution,Contribution,0,3130000,0,-4687,0,0,"Contributions in support of the AgriCompetitiveness program under the Canadian Agricultural Partnership","Contributions à l'appui du programme Agri-compétitivité dans le cadre du Partenariat canadien pour l'agriculture",,,3125313,0,0,2941390
2019/2020,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",Contribution,Contribution,0,2500000,0,-1300000,0,0,"Contributions in support of the Living Laboratories Initiative","Contributions à l'appui de l'Initiative des laboratoires vivants",,,1200000,0,0,0
2019/2020,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",Contribution,Contribution,0,995000,0,-373930,0,0,"Contributions in support of the AgriDiversity program under the Canadian Agricultural Partnership","Contributions à l'appui du programme Agri-diversité dans le cadre du Partenariat canadien pour l'agriculture",,,621070,0,0,429777
2019/2020,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",Contribution,Contribution,0,864000,0,-301291,0,2350000,"Youth Employment and Skills Strategy","Stratégie emploi et compétences jeunesse",,,2912709,0,0,2807840
2019/2020,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",Contribution,Contribution,0,623000000,0,43672139,0,0,"(S) Contribution payments for the AgriInsurance program (Farm Income Protection Act)","(S) Paiements de contribution pour le programme Agri-protection (Loi sur la protection du revenu agricole)",,,666672139,0,0,664580115
2019/2020,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",Contribution,Contribution,0,384830000,0,-223358698,0,0,"(S) Contribution payments for the AgriStability program (Farm Income Protection Act)","(S) Paiements de contribution pour le programme Agri-stabilité (Loi sur la protection du revenu agricole)",,,161471302,0,0,180779188
2019/2020,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",Contribution,Contribution,0,118513335,0,-109094991,0,0,"(S) Contribution payments for the Agricultural Disaster Relief program/AgriRecovery (Farm Income Protection Act)","(S) Paiements de contribution pour le programme d'aide en cas de catastrophe agricole - Agri-relance (Loi sur la protection du revenu agricole)",,,9418344,0,0,894000
2019/2020,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",Contribution,Contribution,0,65900000,21400000,-24649949,0,0,"(S) Payments in connection with the Agricultural Marketing Programs Act (S.C., 1997, c. C-34)","(S) Paiements relatifs à la Loi sur les programmes de commercialisation agricole (L.C. (1997), ch. C-34)",,,62650051,0,0,36234391
2019/2020,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",Contribution,Contribution,0,16550000,0,1836441,0,0,"(S) Contribution payments for the AgriInvest program (Farm Income Protection Act)","(S) Paiements de contribution pour le programme Agri-investissement (Loi sur la protection du revenu agricole)",,,18386441,0,0,18706452
2019/2020,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",Contribution,Contribution,0,13111013,0,-12324457,0,0,"(S) Loan guarantees under the Canadian Agricultural Loans Act","(S) Prêts garantis en vertu de la Loi canadienne sur les prêts agricoles",,,786556,0,0,-51408
2019/2020,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",Contribution,Contribution,0,0,0,-25677,0,0,"(S) Contribution payments for the Canadian Agricultural Income Stabilization program Inventory Transition Initiative","(S) Paiements de contribution pour l'Initiative de transition du programme canadien de stabilisation du revenu agricole pour l'évaluation des stocks",,,-25677,0,0,-199594
2019/2020,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",Contribution,Contribution,0,0,0,-12550015,0,0,"(S) Contributions in support of the Assistance to the Pork Industry Initiative","(S) Contributions à l'appui de l'Initiative d'aide à l'industrie porcine",,,-12550015,0,0,-25287994
2019/2020,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",Contribution,Contribution,0,0,0,0,0,0,"Items not required for the current year","Éléments non requis pour l'exercice en cours",,,0,0,0,0
2019/2020,09,"Global Affairs","Affaires mondiales",005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Grant,Subvention,0,2266746107,175590000,-297446787,0,207069517,"Grants from the International Development Assistance for Multilateral Programming","Subventions du programme d'aide au développement international pour la programmation multilatérale",,,2176912191,175046646,0,2237986712
2019/2020,09,"Global Affairs","Affaires mondiales",005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Grant,Subvention,0,157913462,0,-74082411,0,19100000,"Grants in support of the Peace and Stabilization Operations Program","Subventions à l'appui du Programme de paix et de stabilisation des opérations",,,102815518,115533,0,96343133
2019/2020,09,"Global Affairs","Affaires mondiales",005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Grant,Subvention,0,38900001,0,-1155460,0,0,"Grants from the International Development Assistance for Partnerships with Canadians Programming","Subventions du programme d'aide au développement international pour la programmation des partenariats avec les Canadiens",,,37744541,0,0,21633242
2019/2020,09,"Global Affairs","Affaires mondiales",005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Grant,Subvention,0,25550000,0,-276219,0,0,"Grants under the Weapons Threat Reduction Program","Subventions dans le cadre du Programme de réduction des menaces liées aux armes",,,25270988,2793,0,30548365
2019/2020,09,"Global Affairs","Affaires mondiales",005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Grant,Subvention,0,15854000,0,0,0,0,"Grants in lieu of taxes on diplomatic, consular and international organizations' property in Canada in accordance with terms and conditions approved by the Governor in Council","Subventions en remplacement de taxes sur les propriétés diplomatiques, consulaires et celles des organisations internationales au Canada conformément aux conditions approuvées par le gouverneur en conseil",,,14580981,1273019,0,13803642
2019/2020,09,"Global Affairs","Affaires mondiales",005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Grant,Subvention,0,14722941,0,-23401618,0,14342412,"Grants in Support of the CanExport Program","Subventions à l'appui du Programme CanExport",,,5663735,0,0,0
